,Energy & Transportation,Manufacturing,Industrial Applications & Services,Financials,Life Sciences,Real Estate & Construction,Trade & Services,Technology,No Industry,None Industry
XPER,0,0,0,0,0,0,0,1,0,0
DZSI,0,1,0,0,0,0,0,0,0,0
CTRP,1,0,0,0,0,0,0,0,0,0
TCOM,1,0,0,0,0,0,0,0,0,0
MEIP,0,0,0,0,1,0,0,0,0,0
OLBK,0,0,0,0,0,0,0,0,0,1
TZOO,0,0,0,0,0,0,0,1,0,0
GBLI,0,0,0,1,0,0,0,0,0,0
AEL,0,0,0,1,0,0,0,0,0,0
CKX,0,0,0,0,0,1,0,0,0,0
LFC,0,0,0,1,0,0,0,0,0,0
CMP,1,0,0,0,0,0,0,0,0,0
TIP,0,0,0,0,0,0,0,0,1,0
KRO,0,0,1,0,0,0,0,0,0,0
NNI,0,0,0,1,0,0,0,0,0,0
NG,1,0,0,0,0,0,0,0,0,0
PJC,0,0,0,1,0,0,0,0,0,0
PIPR,0,0,0,1,0,0,0,0,0,0
EMD,0,0,0,0,0,0,0,0,0,1
TPX,0,1,0,0,0,0,0,0,0,0
UTI,0,0,0,0,0,0,1,0,0,0
AUY,1,0,0,0,0,0,0,0,0,0
AHL,0,0,0,1,0,0,0,0,0,0
ETG,0,0,0,0,0,0,0,0,0,1
ITOT,0,0,0,0,0,0,0,0,1,0
JTA,0,0,0,0,0,0,0,0,0,1
VCR,0,0,0,0,0,0,0,0,1,0
VDC,0,0,0,0,0,0,0,0,1,0
VFH,0,0,0,0,0,0,0,0,1,0
VHT,0,0,0,0,0,0,0,0,1,0
VGT,0,0,0,0,0,0,0,0,1,0
VAW,0,0,0,0,0,0,0,0,1,0
VPU,0,0,0,0,0,0,0,0,1,0
VBK,0,0,0,0,0,0,0,0,1,0
VBR,0,0,0,0,0,0,0,0,1,0
VO,0,0,0,0,0,0,0,0,1,0
VV,0,0,0,0,0,0,0,0,1,0
VUG,0,0,0,0,0,0,0,0,1,0
VTV,0,0,0,0,0,0,0,0,1,0
VB,0,0,0,0,0,0,0,0,1,0
MGLN,0,0,0,0,0,0,1,0,0,0
PETS,0,0,0,0,0,0,1,0,0,0
DVAX,0,0,0,0,1,0,0,0,0,0
GTXI,0,0,0,0,1,0,0,0,0,0
ONCT,0,0,0,0,1,0,0,0,0,0
HTH,0,0,0,1,0,0,0,0,0,0
AIZ,0,0,0,1,0,0,0,0,0,0
HTD,0,0,0,0,0,0,0,0,0,1
IGR,0,0,0,0,0,0,0,0,0,1
UTG,0,0,0,0,0,0,0,0,0,1
SCD,0,0,0,0,0,0,0,0,0,1
TIK,0,0,1,0,0,0,0,0,0,0
TYG,0,0,0,0,0,0,0,0,0,1
WIW,0,0,0,0,0,0,0,0,0,1
CSQ,0,0,0,0,0,0,0,0,0,1
UTF,0,0,0,0,0,0,0,0,0,1
HOS,1,0,0,0,0,0,0,0,0,0
MFD,0,0,0,0,0,0,0,0,0,1
NRG,1,0,0,0,0,0,0,0,0,0
JFR,0,0,0,0,0,0,0,0,0,1
SMI,0,1,0,0,0,0,0,0,0,0
COHN,0,0,0,0,0,1,0,0,0,0
CSBK,0,0,0,1,0,0,0,0,0,0
CUTR,0,0,1,0,0,0,0,0,0,0
CVCY,0,0,0,0,0,0,0,0,0,1
MCHX,0,0,0,0,0,0,1,0,0,0
SBNY,0,0,0,0,0,0,0,0,0,1
SBRA,0,0,1,0,0,0,0,0,0,0
UCTT,0,1,0,0,0,0,0,0,0,0
CYCC,0,0,0,0,1,0,0,0,0,0
SVRA,0,0,0,0,1,0,0,0,0,0
ABR,0,0,0,0,0,1,0,0,0,0
CII,0,0,0,0,0,0,0,0,0,1
ETO,0,0,0,0,0,0,0,0,0,1
ERH,0,0,0,0,0,0,0,0,0,1
LGI,0,0,0,0,0,0,0,0,0,1
SA,1,0,0,0,0,0,0,0,0,0
AGO,0,0,0,1,0,0,0,0,0,0
AINV,0,0,0,0,0,0,0,0,0,1
CORT,0,0,0,0,1,0,0,0,0,0
CYTK,0,0,0,0,1,0,0,0,0,0
INTX,0,0,0,0,0,0,0,0,0,1
FCT,0,0,0,0,0,0,0,0,0,1
GLU,0,0,0,0,0,0,0,0,0,1
GNW,0,0,0,1,0,0,0,0,0,0
GHL,0,0,0,1,0,0,0,0,0,0
OGEN,0,0,0,0,1,0,0,0,0,0
XPO,1,0,0,0,0,0,0,0,0,0
ACAD,0,0,0,0,1,0,0,0,0,0
ALNY,0,0,0,0,1,0,0,0,0,0
ANGO,0,0,1,0,0,0,0,0,0,0
NUVA,0,0,1,0,0,0,0,0,0,0
SP,0,0,0,0,0,0,1,0,0,0
CBG,0,0,0,0,0,1,0,0,0,0
CBRE,0,0,0,0,0,1,0,0,0,0
EFT,0,0,0,0,0,0,0,0,0,1
FEN,0,0,0,0,0,0,0,0,0,1
IFON,0,1,0,0,0,0,0,0,0,0
AWSM,0,1,0,0,0,0,0,0,0,0
MGI,0,0,0,1,0,0,0,0,0,0
NYMT,0,0,0,0,0,1,0,0,0,0
CRM,0,0,0,0,0,0,0,1,0,0
SFL,1,0,0,0,0,0,0,0,0,0
BOCH,0,0,0,0,0,0,0,0,0,1
DRAD,0,0,0,0,0,1,0,0,0,0
STRR,0,0,0,0,0,1,0,0,0,0
LBTYA,0,0,0,0,0,0,0,1,0,0
LBTYB,0,0,0,0,0,0,0,1,0,0
MNTA,0,0,0,0,1,0,0,0,0,0
SNMX,0,1,0,0,0,0,0,0,0,0
GLV,0,0,0,0,0,0,0,0,0,1
DPZ,0,0,0,0,0,0,1,0,0,0
ENS,0,1,0,0,0,0,0,0,0,0
HEP,1,0,0,0,0,0,0,0,0,0
JKE,0,0,0,0,0,0,0,0,1,0
JKD,0,0,0,0,0,0,0,0,1,0
JKF,0,0,0,0,0,0,0,0,1,0
JKG,0,0,0,0,0,0,0,0,1,0
JKH,0,0,0,0,0,0,0,0,1,0
JKI,0,0,0,0,0,0,0,0,1,0
JKJ,0,0,0,0,0,0,0,0,1,0
JKK,0,0,0,0,0,0,0,0,1,0
JKL,0,0,0,0,0,0,0,0,1,0
LPL,0,1,0,0,0,0,0,0,0,0
MCN,0,0,0,0,0,0,0,0,0,1
JRO,0,0,0,0,0,0,0,0,0,1
PGH,1,0,0,0,0,0,0,0,0,0
WCG,0,0,0,1,0,0,0,0,0,0
ANCX,0,0,0,0,0,0,0,0,0,1
BLKB,0,0,0,0,0,0,0,1,0,0
CRME,0,0,0,0,1,0,0,0,0,0
CORV,0,0,0,0,1,0,0,0,0,0
MNKD,0,0,0,0,1,0,0,0,0,0
NURO,0,0,1,0,0,0,0,0,0,0
PSEC,0,0,0,0,0,0,0,0,0,1
TOPS,1,0,0,0,0,0,0,0,0,0
ACC,0,0,0,0,0,1,0,0,0,0
BGT,0,0,0,0,0,0,0,0,0,1
CNS,0,0,0,1,0,0,0,0,0,0
EXR,0,0,0,0,0,1,0,0,0,0
FFA,0,0,0,0,0,0,0,0,0,1
KRG,0,0,0,0,0,1,0,0,0,0
WLK,0,0,1,0,0,0,0,0,0,0
CAAS,0,1,0,0,0,0,0,0,0,0
CVGI,0,1,0,0,0,0,0,0,0,0
GOOGL,0,0,0,0,0,0,0,1,0,0
STXS,0,0,1,0,0,0,0,0,0,0
NEN,0,0,0,0,0,1,0,0,0,0
CPL,1,0,0,0,0,0,0,0,0,0
KYN,0,0,0,0,0,0,0,0,0,1
TTM,0,1,0,0,0,0,0,0,0,0
VDE,0,0,0,0,0,0,0,0,1,0
VIS,0,0,0,0,0,0,0,0,1,0
VOX,0,0,0,0,0,0,0,0,1,0
VNQ,0,0,0,0,0,0,0,0,1,0
BECN,0,0,0,0,0,0,1,0,0,0
OCLR,0,1,0,0,0,0,0,0,0,0
SFST,0,0,0,0,0,0,0,0,0,1
JOBS,0,0,0,0,0,0,1,0,0,0
STON,0,0,0,0,0,1,0,0,0,0
BBW,0,0,0,0,0,0,1,0,0,0
DLR,0,0,0,0,0,1,0,0,0,0
EOI,0,0,0,0,0,0,0,0,0,1
NANO,0,0,1,0,0,0,0,0,0,0
ONTO,0,0,1,0,0,0,0,0,0,0
FXI,0,0,0,0,0,0,0,0,1,0
MTL,0,1,0,0,0,0,0,0,0,0
MOS,0,0,1,0,0,0,0,0,0,0
NWY,0,0,0,0,0,0,1,0,0,0
RTW,0,0,0,0,0,0,1,0,0,0
BXMX,0,0,0,0,0,0,0,0,0,1
PFN,0,0,0,0,0,0,0,0,0,1
GFY,0,0,0,0,0,0,0,0,0,1
SHO,0,0,0,0,0,1,0,0,0,0
CUBE,0,0,0,0,0,1,0,0,0,0
ACFC,0,0,0,1,0,0,0,0,0,0
ADES,0,0,1,0,0,0,0,0,0,0
ARCC,0,0,0,0,0,0,0,0,0,1
HURN,0,0,0,0,0,0,1,0,0,0
JRJC,0,0,0,1,0,0,0,0,0,0
PBBI,0,0,0,1,0,0,0,0,0,0
SIFI,0,0,0,1,0,0,0,0,0,0
INVA,0,0,0,0,1,0,0,0,0,0
TXRH,0,0,0,0,0,0,1,0,0,0
FENC,0,0,0,0,1,0,0,0,0,0
ITCB,0,0,0,0,0,0,0,0,0,1
NGD,1,0,0,0,0,0,0,0,0,0
FAM,0,0,0,0,0,0,0,0,0,1
HALO,0,0,0,0,1,0,0,0,0,0
NP,0,1,0,0,0,0,0,0,0,0
TFCFA,0,0,0,0,0,0,0,0,0,1
TFCF,0,0,0,0,0,0,0,0,0,1
NAK,1,0,0,0,0,0,0,0,0,0
ORA,1,0,0,0,0,0,0,0,0,0
GLD,0,0,0,0,0,0,0,0,1,0
MKTX,0,0,0,1,0,0,0,0,0,0
MPWR,0,1,0,0,0,0,0,0,0,0
OHAI,0,0,0,0,0,0,0,0,0,1
NWE,1,0,0,0,0,0,0,0,0,0
SPOK,0,0,0,0,0,0,0,1,0,0
ATLO,0,0,0,0,0,0,0,0,0,1
CART,0,0,0,0,0,0,0,0,0,1
CHCI,0,0,0,0,0,1,0,0,0,0
NCTY,0,0,0,0,0,0,0,1,0,0
TBBK,0,0,0,0,0,0,0,0,0,1
BBG,1,0,0,0,0,0,0,0,0,0
HPR,1,0,0,0,0,0,0,0,0,0
BGR,0,0,0,0,0,0,0,0,0,1
BXC,0,0,0,0,0,0,1,0,0,0
FMO,0,0,0,0,0,0,0,0,0,1
LVS,0,0,0,0,0,0,1,0,0,0
SOHO,0,0,0,0,0,1,0,0,0,0
MIC,1,0,0,0,0,0,0,0,0,0
PHD,0,0,0,0,0,0,0,0,0,1
PEY,0,0,0,0,0,0,0,0,1,0
PGJ,0,0,0,0,0,0,0,0,1,0
HLF,0,0,0,0,0,0,1,0,0,0
SVA,0,0,0,0,1,0,0,0,0,0
LCM,0,0,0,0,0,0,0,0,0,1
CE,0,0,1,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0,1
EDR,0,0,0,0,0,1,0,0,0,0
IAU,0,0,0,0,0,0,0,0,1,0
SUSA,0,0,0,0,0,0,0,0,1,0
NSU,1,0,0,0,0,0,0,0,0,0
PHH,0,0,0,1,0,0,0,0,0,0
WTI,1,0,0,0,0,0,0,0,0,0
CZNC,0,0,0,0,0,0,0,0,0,1
NE,1,0,0,0,0,0,0,0,0,0
COOL,0,0,0,0,1,0,0,0,0,0
PTE,0,0,0,0,1,0,0,0,0,0
PSDV,0,0,0,0,1,0,0,0,0,0
EYPT,0,0,0,0,1,0,0,0,0,0
SMMF,0,0,0,0,0,0,0,0,0,1
ARC,0,0,0,0,0,0,1,0,0,0
DLB,0,0,0,0,0,1,0,0,0,0
EVG,0,0,0,0,0,0,0,0,0,1
FSNN,0,0,0,0,0,0,0,1,0,0
HUN,0,0,1,0,0,0,0,0,0,0
NFJ,0,0,0,0,0,0,0,0,0,1
PBH,0,0,0,0,0,0,1,0,0,0
MNTX,0,0,0,0,0,0,0,1,0,0
WEX,0,0,0,0,0,0,1,0,0,0
DRYS,1,0,0,0,0,0,0,0,0,0
EBTC,0,0,0,0,0,0,0,0,0,1
EFSC,0,0,0,0,0,0,0,0,0,1
GRVY,0,0,0,0,0,0,0,1,0,0
KRNY,0,0,0,1,0,0,0,0,0,0
NDAQ,0,0,0,1,0,0,0,0,0,0
PFBC,0,0,0,0,0,0,0,0,0,1
MTEM,0,0,0,0,1,0,0,0,0,0
ULH,1,0,0,0,0,0,0,0,0,0
BME,0,0,0,0,0,0,0,0,0,1
INUV,0,0,0,0,0,0,0,1,0,0
GGN,0,0,0,0,0,0,0,0,0,1
IGD,0,0,0,0,0,0,0,0,0,1
PBW,0,0,0,0,0,0,0,0,1,0
PWB,0,0,0,0,0,0,0,0,1,0
PWV,0,0,0,0,0,0,0,0,1,0
PXMG,0,0,0,0,0,0,0,0,1,0
XMMO,0,0,0,0,0,0,0,0,1,0
PXSV,0,0,0,0,0,0,0,0,1,0
XSVM,0,0,0,0,0,0,0,0,1,0
PXSG,0,0,0,0,0,0,0,0,1,0
XSMO,0,0,0,0,0,0,0,0,1,0
PXMV,0,0,0,0,0,0,0,0,1,0
XMVM,0,0,0,0,0,0,0,0,1,0
DSX,1,0,0,0,0,0,0,0,0,0
BOFI,0,0,0,1,0,0,0,0,0,0
AX,0,0,0,1,0,0,0,0,0,0
KFFB,0,0,0,1,0,0,0,0,0,0
PBIP,0,0,0,1,0,0,0,0,0,0
WPCS,0,0,0,0,0,0,1,0,0,0
DCAR,0,0,0,0,0,0,1,0,0,0
AYRO,0,0,0,0,0,0,1,0,0,0
GLQ,0,0,0,0,0,0,0,0,0,1
ETB,0,0,0,0,0,0,0,0,0,1
PAY,0,0,0,0,0,0,0,1,0,0
DXCM,0,0,1,0,0,0,0,0,0,0
RAIL,0,1,0,0,0,0,0,0,0,0
BOE,0,0,0,0,0,0,0,0,0,1
JVA,0,0,0,0,0,0,1,0,0,0
DRH,0,0,0,0,0,1,0,0,0,0
DYAI,0,0,0,0,1,0,0,0,0,0
FMY,0,0,0,0,0,0,0,0,0,1
PGP,0,0,0,0,0,0,0,0,0,1
TRX,1,0,0,0,0,0,0,0,0,0
TLP,1,0,0,0,0,0,0,0,0,0
XRM,0,0,0,0,0,0,0,1,0,0
LAZ,0,0,0,1,0,0,0,0,0,0
TGP,1,0,0,0,0,0,0,0,0,0
CNTF,0,1,0,0,0,0,0,0,0,0
CTRN,0,0,0,0,0,0,1,0,0,0
MORN,0,0,0,1,0,0,0,0,0,0
PLBC,0,0,0,0,0,0,0,0,0,1
UBNK,0,0,0,1,0,0,0,0,0,0
ZUMZ,0,0,0,0,0,0,1,0,0,0
ATSG,1,0,0,0,0,0,0,0,0,0
BFIN,0,0,0,0,0,0,0,0,0,1
BLDR,0,1,0,0,0,0,0,0,0,0
EGLE,1,0,0,0,0,0,0,0,0,0
GAIN,0,0,0,0,0,0,0,0,0,1
HTGC,0,0,0,0,0,0,0,0,0,1
LHCG,0,0,1,0,0,0,0,0,0,0
LINC,0,0,0,0,0,0,1,0,0,0
SIMO,0,1,0,0,0,0,0,0,0,0
DSW,0,0,0,0,0,0,1,0,0,0
DBI,0,0,0,0,0,0,1,0,0,0
ETV,0,0,0,0,0,0,0,0,0,1
FSP,0,0,0,0,0,1,0,0,0,0
OSK,0,1,0,0,0,0,0,0,0,0
KYE,0,0,0,0,0,0,0,0,0,1
LOR,0,0,0,0,0,0,0,0,0,1
PEJ,0,0,0,0,0,0,0,0,1,0
PSJ,0,0,0,0,0,0,0,0,1,0
PSI,0,0,0,0,0,0,0,0,1,0
PJP,0,0,0,0,0,0,0,0,1,0
PXQ,0,0,0,0,0,0,0,0,1,0
PBS,0,0,0,0,0,0,0,0,1,0
PBJ,0,0,0,0,0,0,0,0,1,0
PBE,0,0,0,0,0,0,0,0,1,0
THS,0,1,0,0,0,0,0,0,0,0
WAL,0,0,0,0,0,0,0,0,0,1
EGI,1,0,0,0,0,0,0,0,0,0
FTK,0,0,1,0,0,0,0,0,0,0
MPW,0,0,0,0,0,1,0,0,0,0
TIS,0,1,0,0,0,0,0,0,0,0
RDS,1,0,0,0,0,0,0,0,0,0
JMBA,0,0,0,0,0,0,1,0,0,0
WPM,1,0,0,0,0,0,0,0,0,0
CNSL,0,0,0,0,0,0,0,1,0,0
DISCA,0,0,0,0,0,0,0,1,0,0
DISCB,0,0,0,0,0,0,0,1,0,0
EXPE,1,0,0,0,0,0,0,0,0,0
ACCO,0,1,0,0,0,0,0,0,0,0
BDJ,0,0,0,0,0,0,0,0,0,1
CF,0,0,1,0,0,0,0,0,0,0
IWC,0,0,0,0,0,0,0,0,1,0
EFV,0,0,0,0,0,0,0,0,1,0
EFG,0,0,0,0,0,0,0,0,1,0
MGU,0,0,0,0,0,0,0,0,0,1
GPM,0,0,0,0,0,0,0,0,0,1
PZI,0,0,0,0,0,0,0,0,1,0
STN,0,0,0,0,0,0,1,0,0,0
SSW,0,0,0,0,0,0,1,0,0,0
ATCO,0,0,0,0,0,0,1,0,0,0
ATRC,0,0,1,0,0,0,0,0,0,0
BIDU,0,0,0,0,0,0,0,1,0,0
KONA,0,0,0,0,0,0,1,0,0,0
LBTYK,0,0,0,0,0,0,0,1,0,0
OFLX,0,1,0,0,0,0,0,0,0,0
ROLL,0,0,0,0,0,0,0,1,0,0
RUTH,0,0,0,0,0,0,1,0,0,0
UEPS,0,0,0,0,0,0,0,1,0,0
VTI,0,0,0,0,0,0,0,0,1,0
AMP,0,0,0,1,0,0,0,0,0,0
ETW,0,0,0,0,0,0,0,0,0,1
FDM,0,0,0,0,0,0,0,0,1,0
EVRI,0,0,0,0,0,0,1,0,0,0
GLP,0,0,0,0,0,0,1,0,0,0
PID,0,0,0,0,0,0,0,0,1,0
PFM,0,0,0,0,0,0,0,0,1,0
GENE,0,0,0,0,1,0,0,0,0,0
GHDX,0,0,0,0,1,0,0,0,0,0
ITRN,0,0,0,0,0,0,0,1,0,0
SNSS,0,0,0,0,1,0,0,0,0,0
CMPR,0,1,0,0,0,0,0,0,0,0
XTLB,0,0,0,0,1,0,0,0,0,0
CGO,0,0,0,0,0,0,0,0,0,1
EGF,0,0,0,0,0,0,0,0,0,1
FNF,0,0,0,1,0,0,0,0,0,0
ALT,0,0,0,0,1,0,0,0,0,0
IGA,0,0,0,0,0,0,0,0,0,1
PUI,0,0,0,0,0,0,0,0,1,0
PMR,0,0,0,0,0,0,0,0,1,0
PXJ,0,0,0,0,0,0,0,0,1,0
PXE,0,0,0,0,0,0,0,0,1,0
PKB,0,0,0,0,0,0,0,0,1,0
PPA,0,0,0,0,0,0,0,0,1,0
DHT,1,0,0,0,0,0,0,0,0,0
GBNK,0,0,0,0,0,0,0,0,0,1
FBIZ,0,0,0,0,0,0,0,0,0,1
GASS,1,0,0,0,0,0,0,0,0,0
ISBC,0,0,0,0,0,0,0,0,0,1
SSKN,0,0,1,0,0,0,0,0,0,0
NXTM,0,0,1,0,0,0,0,0,0,0
WSBF,0,0,0,1,0,0,0,0,0,0
AMSF,0,0,0,1,0,0,0,0,0,0
NM,1,0,0,0,0,0,0,0,0,0
IRBT,0,1,0,0,0,0,0,0,0,0
OIIM,0,1,0,0,0,0,0,0,0,0
SEED,0,0,1,0,0,0,0,0,0,0
SPWR,0,1,0,0,0,0,0,0,0,0
UAA,0,1,0,0,0,0,0,0,0,0
CALL,0,0,0,0,0,0,0,1,0,0
PEBK,0,0,0,0,0,0,0,0,0,1
WEB,0,0,0,0,0,0,0,1,0,0
BGI,0,0,0,0,0,0,1,0,0,0
BWP,1,0,0,0,0,0,0,0,0,0
BKD,0,0,1,0,0,0,0,0,0,0
CCO,0,0,0,0,0,0,1,0,0,0
ICE,0,0,0,1,0,0,0,0,0,0
SPXX,0,0,0,0,0,0,0,0,0,1
PDS,1,0,0,0,0,0,0,0,0,0
SDY,0,0,0,0,0,0,0,0,1,0
KCE,0,0,0,0,0,0,0,0,1,0
KIE,0,0,0,0,0,0,0,0,1,0
KBE,0,0,0,0,0,0,0,0,1,0
SLY,0,0,0,0,0,0,0,0,1,0
MDYG,0,0,0,0,0,0,0,0,1,0
MDYV,0,0,0,0,0,0,0,0,1,0
SPMD,0,0,0,0,0,0,0,0,1,0
SPLG,0,0,0,0,0,0,0,0,1,0
BCBP,0,0,0,0,0,0,0,0,0,1
CORE,0,0,0,0,0,0,1,0,0,0
CYTX,0,0,0,0,1,0,0,0,0,0
PSTV,0,0,0,0,1,0,0,0,0,0
LORL,0,0,0,0,0,0,0,1,0,0
AAV,1,0,0,0,0,0,0,0,0,0
AAU,1,0,0,0,0,0,0,0,0,0
BAS,1,0,0,0,0,0,0,0,0,0
LYV,0,0,0,0,0,0,1,0,0,0
DCP,1,0,0,0,0,0,0,0,0,0
FXE,0,0,0,0,0,0,0,0,1,0
PHO,0,0,0,0,0,0,0,0,1,0
PRF,0,0,0,0,0,0,0,0,1,0
SPHQ,0,0,0,0,0,0,0,0,1,0
VIAB,0,0,0,0,0,0,0,1,0,0
CPA,1,0,0,0,0,0,0,0,0,0
VIA,0,0,0,0,0,0,0,1,0,0
CMG,0,0,0,0,0,0,1,0,0,0
GST,1,0,0,0,0,0,0,0,0,0
ARII,0,1,0,0,0,0,0,0,0,0
CLMT,1,0,0,0,0,0,0,0,0,0
IMNP,0,0,0,0,1,0,0,0,0,0
HEES,0,0,0,0,0,0,1,0,0,0
PERI,0,0,0,0,0,0,0,1,0,0
MGYR,0,0,0,1,0,0,0,0,0,0
ACOR,0,0,0,0,1,0,0,0,0,0
CROX,0,1,0,0,0,0,0,0,0,0
LQDT,0,0,0,0,0,0,1,0,0,0
UAL,1,0,0,0,0,0,0,0,0,0
BTA,0,0,0,0,0,0,0,0,0,1
ETE,1,0,0,0,0,0,0,0,0,0
ET,1,0,0,0,0,0,0,0,0,0
PAC,1,0,0,0,0,0,0,0,0,0
KOP,0,0,1,0,0,0,0,0,0,0
RSO,0,0,0,0,0,1,0,0,0,0
XAN,0,0,0,0,0,1,0,0,0,0
XSD,0,0,0,0,0,0,0,0,1,0
XHB,0,0,0,0,0,0,0,0,1,0
XBI,0,0,0,0,0,0,0,0,1,0
TX,0,1,0,0,0,0,0,0,0,0
GPOR,1,0,0,0,0,0,0,0,0,0
DBC,0,0,0,0,0,0,0,0,1,0
VWO,0,0,0,0,0,0,0,0,1,0
VPL,0,0,0,0,0,0,0,0,1,0
VGK,0,0,0,0,0,0,0,0,1,0
BMA,0,0,0,0,0,0,0,0,0,1
BTE,1,0,0,0,0,0,0,0,0,0
FDL,0,0,0,0,0,0,0,0,1,0
FHY,0,0,0,0,0,0,0,0,0,1
TDG,0,1,0,0,0,0,0,0,0,0
GPRE,0,0,1,0,0,0,0,0,0,0
HIMX,0,1,0,0,0,0,0,0,0,0
UCBA,0,0,0,1,0,0,0,0,0,0
TRCB,0,0,0,0,0,0,0,0,0,1
LSBK,0,0,0,1,0,0,0,0,0,0
QQEW,0,0,0,0,0,0,0,0,1,0
QTEC,0,0,0,0,0,0,0,0,1,0
CBIO,0,0,0,0,1,0,0,0,0,0
VNDA,0,0,0,0,1,0,0,0,0,0
ROX,0,0,0,0,0,0,0,0,0,1
GLO,0,0,0,0,0,0,0,0,0,1
FPX,0,0,0,0,0,0,0,0,1,0
IGC,0,0,0,0,1,0,0,0,0,0
SLV,0,0,0,0,0,0,0,0,1,0
POR,1,0,0,0,0,0,0,0,0,0
USO,0,0,0,0,0,1,0,0,0,0
VIG,0,0,0,0,0,0,0,0,1,0
DK,1,0,0,0,0,0,0,0,0,0
ITB,0,0,0,0,0,0,0,0,1,0
ITA,0,0,0,0,0,0,0,0,1,0
IAT,0,0,0,0,0,0,0,0,1,0
IAK,0,0,0,0,0,0,0,0,1,0
IAI,0,0,0,0,0,0,0,0,1,0
IHI,0,0,0,0,0,0,0,0,1,0
IHF,0,0,0,0,0,0,0,0,1,0
IHE,0,0,0,0,0,0,0,0,1,0
IEZ,0,0,0,0,0,0,0,0,1,0
IEO,0,0,0,0,0,0,0,0,1,0
GDX,0,0,0,0,0,0,0,0,1,0
MA,0,0,0,0,0,0,1,0,0,0
MWA,0,1,0,0,0,0,0,0,0,0
VG,0,0,0,0,0,0,0,1,0,0
AAWW,1,0,0,0,0,0,0,0,0,0
AHGP,1,0,0,0,0,0,0,0,0,0
CBAK,0,1,0,0,0,0,0,0,0,0
CBAT,0,1,0,0,0,0,0,0,0,0
CODI,0,1,0,0,0,0,0,0,0,0
FBMS,0,0,0,0,0,0,0,0,0,1
QVCA,0,0,0,0,0,0,1,0,0,0
QRTEA,0,0,0,0,0,0,1,0,0,0
QVCB,0,0,0,0,0,0,1,0,0,0
QRTEB,0,0,0,0,0,0,1,0,0,0
PRTK,0,0,0,0,1,0,0,0,0,0
HK,1,0,0,0,0,0,0,0,0,0
BATL,1,0,0,0,0,0,0,0,0,0
GROW,0,0,0,1,0,0,0,0,0,0
FXS,0,0,0,0,0,0,0,0,1,0
FXB,0,0,0,0,0,0,0,0,1,0
FXA,0,0,0,0,0,0,0,0,1,0
FXF,0,0,0,0,0,0,0,0,1,0
FXC,0,0,0,0,0,0,0,0,1,0
FBT,0,0,0,0,0,0,0,0,1,0
FDN,0,0,0,0,0,0,0,0,1,0
GFN,0,0,0,0,0,0,1,0,0,0
NHF,0,0,0,0,0,0,0,0,0,1
OBE,1,0,0,0,0,0,0,0,0,0
PLM,1,0,0,0,0,0,0,0,0,0
SSO,0,0,0,0,0,0,0,0,1,0
QLD,0,0,0,0,0,0,0,0,1,0
DDM,0,0,0,0,0,0,0,0,1,0
MVV,0,0,0,0,0,0,0,0,1,0
SH,0,0,0,0,0,0,0,0,1,0
PSQ,0,0,0,0,0,0,0,0,1,0
DOG,0,0,0,0,0,0,0,0,1,0
MYY,0,0,0,0,0,0,0,0,1,0
KRE,0,0,0,0,0,0,0,0,1,0
XRT,0,0,0,0,0,0,0,0,1,0
XPH,0,0,0,0,0,0,0,0,1,0
XOP,0,0,0,0,0,0,0,0,1,0
XES,0,0,0,0,0,0,0,0,1,0
XME,0,0,0,0,0,0,0,0,1,0
TECK,1,0,0,0,0,0,0,0,0,0
DTD,0,0,0,0,0,0,0,0,1,0
DHS,0,0,0,0,0,0,0,0,1,0
DLN,0,0,0,0,0,0,0,0,1,0
DTN,0,0,0,0,0,0,0,0,1,0
DON,0,0,0,0,0,0,0,0,1,0
DES,0,0,0,0,0,0,0,0,1,0
DWM,0,0,0,0,0,0,0,0,1,0
DLS,0,0,0,0,0,0,0,0,1,0
DIM,0,0,0,0,0,0,0,0,1,0
DOO,0,0,0,0,0,0,0,0,1,0
DOL,0,0,0,0,0,0,0,0,1,0
DTH,0,0,0,0,0,0,0,0,1,0
AUSE,0,0,0,0,0,0,0,0,1,0
AXJL,0,0,0,0,0,0,0,0,1,0
DFJ,0,0,0,0,0,0,0,0,1,0
DNL,0,0,0,0,0,0,0,0,1,0
DXJ,0,0,0,0,0,0,0,0,1,0
DFE,0,0,0,0,0,0,0,0,1,0
DEW,0,0,0,0,0,0,0,0,1,0
ATEC,0,0,1,0,0,0,0,0,0,0
CLUB,0,0,0,0,0,0,1,0,0,0
HIL,0,0,0,0,0,0,1,0,0,0
HOMB,0,0,0,0,0,0,0,0,0,1
HWCC,0,0,0,0,0,0,1,0,0,0
LUNA,0,0,1,0,0,0,0,0,0,0
SLCT,0,0,0,0,0,0,0,0,0,1
PGTI,0,1,0,0,0,0,0,0,0,0
CSII,0,0,0,0,1,0,0,0,0,0
SNCR,0,0,0,0,0,0,0,1,0,0
AGD,0,0,0,0,0,0,0,0,0,1
FTCS,0,0,0,0,0,0,0,0,1,0
HUSA,1,0,0,0,0,0,0,0,0,0
GSG,0,0,0,0,0,0,0,0,1,0
MZZ,0,0,0,0,0,0,0,0,1,0
DXD,0,0,0,0,0,0,0,0,1,0
QID,0,0,0,0,0,0,0,0,1,0
SDS,0,0,0,0,0,0,0,0,1,0
